Paper	Outlet	Year	PaperID	Empirical Exp./Analysis	human?	"Averaged or single task? (s: single tasks; a: averaged; na = not applicable)"	Explanation	Task (to evaluate whether aggregation makes sense or not)
Modeling and Verification of Evolving Cyber-Physical Spaces	FSE	2017	FSE2017_43	yes	no			
Automatically Diagnosing and Repairing  Error Handling Bugs in C	FSE	2017	FSE2017_44	yes	no			
Probabilistic Model Checking of Perturbed MDPs  with Applications to Cloud Computing	FSE	2017	FSE2017_45	yes	no			
NoFAQ: Synthesizing Command Repairs from Examples	FSE	2017	FSE2017_46	yes	no			
Continuous Variable-Specific Resolutions of Feature Interactions	FSE	2017	FSE2017_47	yes	no			
Constraint Normalization and Parameterized Caching for Quantitative Program Analysis	FSE	2017	FSE2017_48	yes	no			
Generalized Observational Slicing for Tree-Represented Modelling Languages	FSE	2017	FSE2017_49	yes	no			
Understanding Misunderstandings in Source Code	FSE	2017	FSE2017_5	yes	no	na	Online comprehension task to evaluate atoms of confusion in code	Answer comprehension question
CodeMatch: Obfuscation Won't Conceal Your Repackaged App	FSE	2017	FSE2017_50	yes	no			
AtexRace: Across Thread and Execution Sampling for In-House Race Detection	FSE	2017	FSE2017_51	yes	no			
Automatically Analyzing Groups of Crashes  for Finding Correlations	FSE	2017	FSE2017_52	yes	no			
Craig vs. Newton in Software Model Checking	FSE	2017	FSE2017_53	yes	no			
On Evidence Preservation Requirements for Forensic-Ready Systems	FSE	2017	FSE2017_54	yes	no			
S3: Syntax- and Semantic-Guided Repair Synthesis via Programming by Examples	FSE	2017	FSE2017_55	yes	no			
Thread-Modular Static Analysis for Relaxed Memory Models	FSE	2017	FSE2017_56	yes	no			
µDroid: An Energy-Aware Mutation Testing Framework for Android	FSE	2017	FSE2017_57	yes	no			
Symbolic Execution of Programmable Logic Controller Code	FSE	2017	FSE2017_58	yes	no			
Why Modern Open Source Projects Fail	FSE	2017	FSE2017_59	yes	yes	na	survey	
Cooperative Kernels: GPU Multitasking for Blocking Algorithms	FSE	2017	FSE2017_6	yes	no			
Automated Control of Multiple Software Goalsusing Multiple Actuators	FSE	2017	FSE2017_60	yes	no			
A Compiler and Verifier for Page Access Oblivious Computation	FSE	2017	FSE2017_61	yes	no			
Failure-Directed Program Trimming	FSE	2017	FSE2017_62	yes	no			
PATDroid: Permission-Aware GUI Testing of Android	FSE	2017	FSE2017_63	yes	no			
Attributed Variability Models: Outside the Comfort Zone	FSE	2017	FSE2017_64	yes	no			
Is There a Mismatch between Real-World Feature Models and Product-Line Research?	FSE	2017	FSE2017_65	yes	no			
Automatic Inference of Code Transforms for Patch Generation	FSE	2017	FSE2017_66	yes	no			
A Fast Causal Profiler for Task Parallel Programs	FSE	2017	FSE2017_67	yes	yes	av	Tiny part to evaluate usability of performance tool	Identify problematic part of four codes causing bottleneck
Where Is the Bug and How Is It Fixed? An Experiment with Practitioners	FSE	2017	FSE2017_68	yes	yes	na	Large experiment >2-3 days working time	Find bugs
Easy over Hard: A Case Study on Deep Learning	FSE	2017	FSE2017_69	yes	no			
 DESCRY: Reproducing System-Level Concurrency Failures 	FSE	2017	FSE2017_7	yes	no			
Revisiting Unsupervised Learning for Defect Prediction	FSE	2017	FSE2017_70	yes	no			
QTEP: Quality-Aware Test Case Prioritization	FSE	2017	FSE2017_71	yes	no			
Understanding the Impact of Refactoring on Smells:A Longitudinal Study of 23 Software Projects	FSE	2017	FSE2017_72	yes	no			
Why Do Developers Use Trivial Packages? An Empirical Case Study on npm	FSE	2017	FSE2017_8	yes	yes	na	Survey	
Measuring Neural Efficiency of Program Comprehension	FSE	2017	FSE2017_9	yes	yes	av	fMRI study top-down/bottom-up compr, analysis on average	TD, BU, Syntax
Model Transformation Languages under a Magnifying Glass:A Controlled Experiment with Xtend, ATL, and QVT	FSE	2018	FSE2018_37	yes	yes	both	"2 scenarios and 3 tasks with subtasks, so they do both; it might be possible to aggregate over the two scenarios, but they are too different"	participants should work on a feature model
What Makes a Code Change Easier to Review	FSE	2018	FSE2018_44	yes	yes	na	mostly qualitative and interviews	
Detecting Speech Act Types in Developer Question/Answer Conversations during Bug Repair	FSE	2018	FSE2018_3	yes	yes	na	"Qualitative work: ""Wizard of Oz"" experiment to collect data how programmers would interact with virtual assistant."	
Towards a Theory of Software Development Expertise	FSE	2018	FSE2018_11	yes	yes	na	Mixed methods, survey	
Ecosystem-Level Determinants of Sustained Activity in Open-Source Projects: A Case Study of the PyPI Ecosystem	FSE	2018	FSE2018_13	yes	yes	na	Mixed methods, interviews	
One Size Does Not Fit All: An Empirical Study of Containerized Continuous Deployment Workflows	FSE	2018	FSE2018_16	yes	yes	na	Mixed methods, survey	
Winning the App Production Rally	FSE	2018	FSE2018_23	yes	yes	na	Survey, only minor part	
AppFlow: Using Machine Learning to Synthesize Robust, Reusable UI Tests	FSE	2018	FSE2018_31	yes	yes	na	Minor part, tool demonstration	
How Should Compilers Explain Problems to Developers?	FSE	2018	FSE2018_53	yes	yes	na	Questionnaire	
Using Finite-State Models for Log Differencing	FSE	2018	FSE2018_49	yes	yes	both	"Mostly average, but some mentions of indidual tasks (e.g., Figure 4); but they also aggregate (Table 1)"	Analyze logs with different tools and answer questions
RefiNym: Using Names to Refine Types	FSE	2018	FSE2018_1	yes	no			
An Empirical Study on Crash Recovery Bugs in Large-Scale Distributed Systems	FSE	2018	FSE2018_2	yes	no			
NAR-Miner: Discovering Negative Association Rules from Code for Bug Detection	FSE	2018	FSE2018_4	yes	no			
CloudRaid: Hunting Concurrency Bugs in the Cloud via Log-Mining	FSE	2018	FSE2018_5	yes	no			
How Well Are Regular Expressions Tested in the Wild?	FSE	2018	FSE2018_6	yes	no			
Modify, Enhance, Select: Co-Evolution of Combinatorial Models and Test Plans	FSE	2018	FSE2018_7	yes	no			
Applications of Psychological Science for Actionable Analytics	FSE	2018	FSE2018_8	yes	no			
Code Vectors: Understanding Programs Through Embedded Abstracted Symbolic Traces	FSE	2018	FSE2018_9	yes	no			
Deep Learning Type Inference	FSE	2018	FSE2018_10	yes	no			
Detection of Energy Inefficiencies in Android Wear Watch Faces	FSE	2018	FSE2018_12	yes	no			
Adversarial Symbolic Execution for Detecting Concurrency-Related Cache Timing Leaks	FSE	2018	FSE2018_14	yes	no			
Darwinian Data Structure Selection	FSE	2018	FSE2018_15	yes	no			
Learning to Sample: Exploiting Similarities across Environments to Learn Performance Models for Configurable Systems	FSE	2018	FSE2018_17	yes	no			
Singularity: Pattern Fuzzing for Worst Case Complexity	FSE	2018	FSE2018_18	yes	no			
Syntax-Guided Synthesis of Datalog Programs	FSE	2018	FSE2018_19	yes	no			
Visual Web Test Repair	FSE	2018	FSE2018_20	yes	no			
A Novel Automated Approach for Software Effort Estimation Based on Data Augmentation	FSE	2018	FSE2018_21	yes	no			
Optimizing Test Prioritization via Test Distribution Analysis	FSE	2018	FSE2018_22	yes	no			
Oreo: Detection of Clones in the Twilight Zone	FSE	2018	FSE2018_24	yes	no			
Neural-Augmented Static Analysis of Android Communication	FSE	2018	FSE2018_25	yes	no			
Performance Comprehension at WiredTiger	FSE	2018	FSE2018_26	yes	no			
Parameterized Model Counting for String and Numeric Constraints	FSE	2018	FSE2018_27	yes	no			
Concurrency Verification with Maximal Path Causality	FSE	2018	FSE2018_28	yes	no			
Phys: Probabilistic Physical Unit Assignment  and Inconsistency Detection	FSE	2018	FSE2018_29	yes	no			
Be Careful of When: An Empirical Study on Time-Related Misuse of Issue Tracking Data	FSE	2018	FSE2018_30	yes	no			
FraudDroid: Automated Ad Fraud Detection for Android Apps	FSE	2018	FSE2018_32	yes	no			
MODE: Automated Neural Network Model Debugging via State Differential Analysis and Input Selection	FSE	2018	FSE2018_33	yes	no			
Large-Scale Study of Substitutability in the Presence of Effects	FSE	2018	FSE2018_34	yes	no			
Do the Dependency Conflicts in My Project Matter?	FSE	2018	FSE2018_35	yes	no			
Stochastic Energy Optimization for Mobile GPS Applications	FSE	2018	FSE2018_36	yes	no			
Improving IR-Based Bug Localization with Context-Aware Query Reformulation	FSE	2018	FSE2018_38	yes	no			
Testing Multithreaded Programs via Thread Speed Control	FSE	2018	FSE2018_39	yes	no			
Testing Probabilistic Programming Systems	FSE	2018	FSE2018_40	yes	no			
Which Generated Test Failures Are Fault Revealing? Prioritizing Failures Based on Inferred Precondition Violations using PAF	FSE	2018	FSE2018_41	yes	no			
Verifying the Long-Run Behavior of Probabilistic System Models in the Presence of Uncertainty	FSE	2018	FSE2018_42	yes	no			
MemFix: Static Analysis-Based Repair of Memory Deallocation Errors for C	FSE	2018	FSE2018_43	yes	no			
Complementing Global and Local Contexts in Representing API Descriptions to Improve API Retrieval Tasks	FSE	2018	FSE2018_45	yes	no			
Automated Patch Extraction via Syntax- and Semantics-Aware Delta Debugging on Source Code Changes	FSE	2018	FSE2018_46	yes	no			
Path-Based Function Embedding and Its Application to Error-Handling Specification Mining	FSE	2018	FSE2018_47	yes	no			
DeepSim: Deep Learning Code Functional Similarity	FSE	2018	FSE2018_48	yes	no			
The Impact of Regular Expression Denial of Service (ReDoS) in Practice: An Empirical Study at the Ecosystem Scale	FSE	2018	FSE2018_50	yes	no			
Data Race Detection on Compressed Traces	FSE	2018	FSE2018_51	yes	no			
Feedback-Directed Differential Testing of Interactive Debuggers	FSE	2018	FSE2018_52	yes	no			
Symbolic Execution with Existential Second-Order Constraints	FSE	2018	FSE2018_54	yes	no			
Practical AJAX Race Detection for JavaScript Web Applications	FSE	2018	FSE2018_55	yes	no			
Putback-Based Bidirectional Model Transformations	FSE	2018	FSE2018_56	yes?	no			
Do Android Taint Analysis Tools Keep Their Promises?	FSE	2018	FSE2018_57	yes	no			
Scalability-First Pointer Analysis with Self-Tuning Context-Sensitivity	FSE	2018	FSE2018_58	yes	no			
Predicting Node Failure in Cloud Service Systems 	FSE	2018	FSE2018_59	yes	no			
Identifying Impactful Service System Problems via Log Analysis	FSE	2018	FSE2018_60	yes	no			
Bug Synthesis: Challenging Bug-Finding Tools with Deep Faults	FSE	2018	FSE2018_61	yes	no			
A Practical Guide for Using Statistical Tests to Assess Randomized Algorithms in Software Engineering	ICSE	2011	ICSE2011_1	yes	no		SLR	
aComment: Mining Annotations from Comments and Code to Detect Interrupt Related Concurrency Bugs	ICSE	2011	ICSE2011_2	yes	no			
Camouflage: automated anonymization of field data	ICSE	2011	ICSE2011_3	yes	no			
A Lightweight Code Analysis and its Role in Evaluation of a Dependability Case	ICSE	2011	ICSE2011_4	yes	no			
Towards Quantitative Software Reliability Assessment in Incremental Development Processes	ICSE	2011	ICSE2011_5	yes	no			
The Impact of Fault Models on Software Robustness	ICSE	2011	ICSE2011_6	yes	yes	na	participants created a ground truth	
Refactoring Java Programs for Flexible Locking	ICSE	2011	ICSE2011_7	yes	yes	na	participants created a ground truth	
Refactoring Pipe-like Mashups for End-User Programmers	ICSE	2011	ICSE2011_8	yes	no			
Mining Message Sequence Graphs	ICSE	2011	ICSE2011_9	yes	no			
Automatically Detecting and Describing High Level Actions within Methods	ICSE	2011	ICSE2011_10	yes	yes	both	no tasks, but ratings of different source code	
Portfolio: Finding Relevant Functions and Their Usages	ICSE	2011	ICSE2011_11	yes	yes	a	within subject design with three levels and 15 tasks (presumably 5 tasks per level)	
Angelic Debugging	ICSE	2011	ICSE2011_12	yes	no			
Static Extraction of Program Configuration Options	ICSE	2011	ICSE2011_13	yes	no			
An Empirical Study of Build Maintenance Effort	ICSE	2011	ICSE2011_14	yes	no			
An Empirical Investigation into the Role of API-Level Refactorings during Software Evolution	ICSE	2011	ICSE2011_15	yes	no			
Factors Leading to Integration Failures in Global FeatureOriented Development: An Empirical Analysis	ICSE	2011	ICSE2011_16	yes	no			
Assessing Programming Language Impact on Development and Maintenance: A Study on C and C++	ICSE	2011	ICSE2011_17	yes	no			
On-demand feature recommendations derived from mining public product descriptions	ICSE	2011	ICSE2011_18	yes	no			
Inferring Better Contracts	ICSE	2011	ICSE2011_19	yes	no			
LIME: A Framework for Debugging Load Imbalance in Multi-threaded Execution	ICSE	2011	ICSE2011_20	yes	no			
Synthesis of Live Behaviour Models for Fallible Domains	ICSE	2011	ICSE2011_21	yes	no			
Coverage Guided Systematic Concurrency Testing	ICSE	2011	ICSE2011_22	yes	no			
Inference of Field Initialization	ICSE	2011	ICSE2011_23	yes	no			
Taming Reflection	ICSE	2011	ICSE2011_24	yes	no			
Patching Vulnerabilities with Sanitization Synthesis	ICSE	2011	ICSE2011_25	yes	no			
Configuring Global Software Teams: A Multi-Company Analysis of Project Productivity, Quality, and Profits	ICSE	2011	ICSE2011_26	yes	yes	na	interviews/observations of distributed software development teams	
Does the Initial Environment Impact the Future of Developers?	ICSE	2011	ICSE2011_27	yes	yes	na	observation of how developers move in teams	
Socio-Technical Developer Networks: Should We Trust Our Measurements?	ICSE	2011	ICSE2011_28	yes	yes	na	social network analysis	
Model Projection: Simplifying Models in Response to Restricting the Environment	ICSE	2011	ICSE2011_29	yes	no			
MeCC: Memory Comparison-based Clone Detector	ICSE	2011	ICSE2011_30	yes	no			
Frequency and Risks of Changes to Clones	ICSE	2011	ICSE2011_31	yes	no			
Symbolic Model Checking of Software Product Lines	ICSE	2011	ICSE2011_32	yes	no			
Verifying Multi-threaded Software using SMT-based Context-Bounded Model Checking	ICSE	2011	ICSE2011_33	yes	no			
Run-Time Efficient Probabilistic Model Checking	ICSE	2011	ICSE2011_34	yes	no			
Non-Essential Changes in Version Histories	ICSE	2011	ICSE2011_35	yes	no			
Aspect Recommendation for Evolving Software	ICSE	2011	ICSE2011_36	yes	no			
Identifying Program, Test, and Environmental Changes That Affect Behaviour	ICSE	2011	ICSE2011_37	yes	no			
Program Abstractions for Behaviour Validation	ICSE	2011	ICSE2011_38	yes	yes	na	as expert to evaluate results of approach	
Programs, Tests, and Oracles: The Foundations of Testing Revisited	ICSE	2011	ICSE2011_39	yes	no			
RACEZ: A Lightweight and Non-Invasive Race Detection Tool for Production Applications	ICSE	2011	ICSE2011_40	yes	no			
Detecting Software Modularity Violations	ICSE	2011	ICSE2011_41	yes	no			
Feature Cohesion in Software Product Lines: An Exploratory Study	ICSE	2011	ICSE2011_42	yes	no			
Leveraging Software Architectures to Guide and Verify the Development of Sense/Compute/Control Applications	ICSE	2011	ICSE2011_43	yes	no			
Refactoring to Role Objects	ICSE	2011	ICSE2011_44	yes	no			
Supporting Professional Spreadsheet Users by Generating Leveled Dataflow Diagrams	ICSE	2011	ICSE2011_45	yes	yes	na	purely qualitative	
Reverse Engineering Feature Models	ICSE	2011	ICSE2011_46	yes	no			
Empirical Assessment of MDE in Industry	ICSE	2011	ICSE2011_47	yes	yes	na	purely qualitative	
Dealing with Noise in Defect Prediction	ICSE	2011	ICSE2011_48	yes	no			
Ownership, Experience and Defects: A Fine-Grained Study of Authorship	ICSE	2011	ICSE2011_49	yes	no			
Interface Decomposition for Service Compositions	ICSE	2011	ICSE2011_50	yes	no			
Unifying Execution of Imperative and Declarative Code	ICSE	2011	ICSE2011_51	yes	no			
Always-Available Static and Dynamic Feedback	ICSE	2011	ICSE2011_52	yes	no			
Improving Requirements Quality using Essential Use Case Interaction Patterns	ICSE	2011	ICSE2011_53	yes	yes	na	only questionnaires for satisfaction after participants completed tasks	
Understanding Broadcast Based Peer Review on Open Source Software Projects	ICSE	2011	ICSE2011_54	yes	yes	na	purely qualitative	
Software Systems as Cities: A Controlled Experiment	ICSE	2011	ICSE2011_55	yes	yes	both	participants should locate certain positions in the code	
Automated Cross-Browser Compatibility Testing	ICSE	2011	ICSE2011_56	yes	no			
A Framework for Automated Testing of JavaScript Web Applications	ICSE	2011	ICSE2011_57	yes	no			
Coalescing Executions for Fast Uncertainty Analysis	ICSE	2011	ICSE2011_58	yes	no			
Mining Parametric Specifications	ICSE	2011	ICSE2011_59	yes	no			
Estimating Footprints of Model Operations	ICSE	2011	ICSE2011_60	yes	no			
Precise Identification of Problems for Structural Test Generation	ICSE	2011	ICSE2011_61	yes	no			
A history-based matching approach to identification of framework evolution.pdf	ICSE	2012	ICSE12_01	yes	no			
A large scale exploratory analysis of software vulnerability life cycles.pdf	ICSE	2012	ICSE12_02	yes	no			
A Systematic Study of Automated Program Repair_Fixing 55 out of 105 Bugs for $8 Each.pdf	ICSE	2012	ICSE12_03	yes	no			
A tactic-centric approach for automating traceability of quality concerns.pdf	ICSE	2012	ICSE12_04	yes	no			
Active code completion.pdf	ICSE	2012	ICSE12_05	yes	yes	na	qualitative study	
Active refinement of clone anomaly reports.pdf	ICSE	2012	ICSE12_06	yes	no			
Ambient awareness of build status in collocated software teams.pdf	ICSE	2012	ICSE12_07	yes	yes	na	observation of developers over tool addon during longer period of time	
Amplifying tests to validate exception handling code.pdf	ICSE	2012	ICSE12_08	yes	no			
An automated approach to generating efficient constraint solvers.pdf	ICSE	2012	ICSE12_09	yes	no			
An empirical study about the effectiveness of debugging when random test cases are used.pdf	ICSE	2012	ICSE12_10	yes	yes	a	answered hypotheses based on aggregated data	4 debugging tasks based on 4 test cases (manually vs. automatically generated)
Asking and answering questions about unfamiliar APIs An exploratory study.pdf	ICSE	2012	ICSE12_11	yes	yes	na	purely qualitative	think-aloud protocols to identify types of questions
Automated analysis of CSS rules to support style maintenance.pdf	ICSE	2012	ICSE12_12	yes	no			
Automated detection of client-state manipulation vulnerabilities.pdf	ICSE	2012	ICSE12_13	yes	no			
Automated repair of HTML generation errors in PHP applications using string constraint solving.pdf	ICSE	2012	ICSE12_14	yes	no			
Automatic Input Recti?cation.pdf	ICSE	2012	ICSE12_15	yes	yes	s	different benchmarks and data formats are evaluated and discussed format-wise	different benchmarks and different file formats to evaluate effectiveness of automatic input correction
Automatic parameter recommendation for practical API usage.pdf	ICSE	2012	ICSE12_16	yes	yes	na	did not evaluate the tasks, but let participants aferwards answer 5 usability questions	
Automatically finding performance problems with feedback-directed learning software testing.pdf	ICSE	2012	ICSE12_17	yes	no			
Automating test automation.pdf	ICSE	2012	ICSE12_18	yes	yes	na	participants were recruited to create test cases to be executed automatically	
Axis_automatically fixing atomicity violations through solving control constraints.pdf	ICSE	2012	ICSE12_19	yes	no			
BALLERINA_automatic generation and clustering of efficient random unit tests for multithreaded code.pdf	ICSE	2012	ICSE12_20	yes	no			
Bug prediction based on fine-grained module histories.pdf	ICSE	2012	ICSE12_21	yes	no			
BugRedux_ reproducing field failures for in-house debugging.pdf	ICSE	2012	ICSE12_22	yes	no			
Build code analysis with symbolic evaluation.pdf	ICSE	2012	ICSE12_23	yes	yes	s	results for 6 tasks were presented in a table without discussion	6 programming tasks (details unkown)
CBCD_cloned buggy code detector.pdf	ICSE	2012	ICSE12_24	yes	no			
Characterizing Logging Practices in Open-Source Software	ICSE	2012	ICSE12_25	yes	no			
Combining functional and imperative programming for multicore software_an empirical study evaluating Scala and Java.pdf	ICSE	2012	ICSE12_26	yes	yes	a	aggregated values of weekly submissions of students	implementation of parallel program over course of semester
Content Classification of Development Emails	ICSE	2012	ICSE12_27	yes	no			
Crosscutting Revision Control System	ICSE	2012	ICSE12_28	yes	no			
Detecting and visualizing inter-worksheet smells in spreadsheets.pdf	ICSE	2012	ICSE12_29	yes	yes	both	"developers selected their complex spreadsheets and tested dependency visualizations; visualization was not sufficient for all detected smells, which the authors delayed then to future work"	
Detecting similar software applications.pdf	ICSE	2012	ICSE12_30	yes	yes	a		"36 tasks to create programs/libraries in various domains; three different search engines were evaluated based on these tasks"
Developer Prioritization in Bug Repositories	ICSE	2012	ICSE12_31	yes	no			
Development of auxiliary functions_should you be agile_an empirical assessment of pair programming and test-first programming.pdf	ICSE	2012	ICSE12_32	yes	yes	a	summed up the number of participants that produced incorrect and correct functions	several programming tasks
Disengagement in Pair Programming: Does It Matter?	ICSE	2012	ICSE12_33	yes	yes	na	purely qualitative based on observation and interviews	
Does organizing security patterns focus architectural choices.pdf	ICSE	2012	ICSE12_34	yes	yes	s	analysis happends task-wise, and conclusions based on single tasks that showed a difference	single tasks of evaluating software architectures
Enhancing Architecture-Implementation Conformance with Change Management and Support for Behavioral Mapping	ICSE	2012	ICSE12_35	yes	yes	s	three different case studies to evaluate new approach of architecture conformance ensurance	3 different cases
Generating obstacle conditions for requirements completeness.pdf	ICSE	2012	ICSE12_36	yes	no			
Generating Range Fixes for Software Configuration	ICSE	2012	ICSE12_37	yes	no			
Graph-Based Analysis and Prediction for Software Evolution	ICSE	2012	ICSE12_38	yes	no			
Graph-Based Pattern-Oriented, Context-Sensitive Source Code Completion	ICSE	2012	ICSE12_39	yes	no			
How do professional developers comprehend software.pdf	ICSE	2012	ICSE12_40	yes	yes	na	"purely qualitative based on observation and interviews; hypotheses generation"	
Identifying Linux Bug Fixing Patches	ICSE	2012	ICSE12_41	yes	no			
Improving Early Detection of Software Merge Conflicts	ICSE	2012	ICSE12_42	yes	yes	a	6 tasks, between subjects design with three treatments, number of conflicts in all tasks was analyzed	"most likely to code or just type given code; detect/resolve arising merge conflicts"
Inferring Class Level Specifications for Distributed Systems	ICSE	2012	ICSE12_43	yes	no			
Inferring Method Specifications from Natural Language API Descriptions	ICSE	2012	ICSE12_44	yes	no			
Integrated Impact Analysis for Managing Software Changes	ICSE	2012	ICSE12_45	yes	no			
iTree: Efficiently Discovering High-Coverage Configurations Using Interaction Trees	ICSE	2012	ICSE12_46	yes	no			
Leveraging Test Generation and Specification Mining for Automated Bug Detection without False Positives	ICSE	2012	ICSE12_47	yes	no			
MagicFuzzer: Scalable Deadlock Detection for Large-Scale Applications	ICSE	2012	ICSE12_48	yes	no			
Maintaining Invariant Traceability through Bidirectional Transformations	ICSE	2012	ICSE12_49	yes	no			
make test-zesti: A Symbolic Execution Solution for Improving Regression Testing	ICSE	2012	ICSE12_50	yes	no			
Metadata invariants_checking and inferring metadata coding conventions	ICSE	2012	ICSE12_51	yes	no			
On the Naturalness of Software	ICSE	2012	ICSE12_52	yes	no			
Overcoming the challenges in cost estimation for distributed software projects.pdf	ICSE	2012	ICSE12_53	yes	yes	both	"estimation error and cost; costs are described as maximum, but also as average"	
Partial evaluation of model transformations.pdf	ICSE	2012	ICSE12_54	yes	no			
Partial models: towards modeling and reasoning with uncertainty	ICSE	2012	ICSE12_55	yes	no			
Performance debugging in the large via mining millions of stack traces.pdf	ICSE	2012	ICSE12_56	yes	no			
Predicting Performance via Automated Feature-Interaction Detection	ICSE	2012	ICSE12_57	yes	no			
Privacy and utility for defect prediction_experiments with MORPH.pdf	ICSE	2012	ICSE12_58	yes	no			
Recommending Source Code for Use in Rapid Software Prototypes	ICSE	2012	ICSE12_59	yes	yes	a	several tasks, but never discuss how they are analyzed	Vague prototyping tasks, complete list is in online appendix
Reconciling Manual and Automatic Refactoring.pdf	ICSE	2012	ICSE12_60	yes	yes	a	refactoring tasks, 3 of 14 were complex and discussed in detail, but summary based on all tasks	refactoring tasks
Recovering Traceability Links between an API and Its Learning Resources	ICSE	2012	ICSE12_61	yes	no			
Reducing confounding bias in predicate-level statistical debugging metrics.pdf	ICSE	2012	ICSE12_62	yes	no			
Semi-automatically extracting FAQs to improve accessibility of software development knowledge.pdf	ICSE	2012	ICSE12_63	yes	yes	na	developers selected FAQs and according answers, that automatic approach generated/selected…	
Simulation-Based Abstractions for Software Product-Line Model Checking.pdf	ICSE	2012	ICSE12_64	yes	no			
Slicing MATLAB simulink models.pdf	ICSE	2012	ICSE12_65	yes	no			
Sound Empirical Evidence in Software Testing.pdf	ICSE	2012	ICSE12_66	yes	no			
Static detection of resource contention problems in server-side scripts.pdf	ICSE	2012	ICSE12_67	yes	no			
Statically checking API protocol conformance with mined multi-object specifications.pdf	ICSE	2012	ICSE12_68	yes	no			
Stride_search-based deterministic replay in polynomial time via bounded linkage.pdf	ICSE	2012	ICSE12_69	yes	no			
Synthesizing API usage examples.pdf	ICSE	2012	ICSE12_70	yes	yes	a	aggregated estimations for all comparisons	"comparison of two versions of textual description of class; 35 comparisons per participant"
Temporal analysis of API usage concepts.pdf	ICSE	2012	ICSE12_71	yes	no			
Test confessions_a study of testing practices for plug-in systems.pdf	ICSE	2012	ICSE12_72	yes	yes	na	purely qualitative approach on grounded theory	
Uncovering performance problems in Java applications with reference propagation profiling.pdf	ICSE	2012	ICSE12_73	yes	no			
Understanding integer overflow in C-C++.pdf	ICSE	2012	ICSE12_74	yes	no			
Use, Disuse, and Misuse of Automated Refactorings.pdf	ICSE	2012	ICSE12_75	yes	yes	na	observation of developers over tool addon during longer period of time	
Using dynamic analysis to discover polynomial and array invariants.pdf	ICSE	2012	ICSE12_76	yes	no			
Verifying client-side input validation functions using string analysis.pdf	ICSE	2012	ICSE12_77	yes	no			
What make long term contributors_ willingness and opportunity in OSS community.pdf	ICSE	2012	ICSE12_78	yes	no			
Where does this code come from and where does it go_integrated code history tracker for open source systems.pdf	ICSE	2012	ICSE12_79	yes	no			
Where should the bugs be fixed_More accurate information retrieval-based bug localization based on bug reports.pdf	ICSE	2012	ICSE12_80	yes	no			
WhoseFault_automatic developer-to-fault assignment through fault localization.pdf	ICSE	2012	ICSE12_81	yes	no			
WitchDoctor_IDE Support for Real-Time Auto-Completion of Refactorings.pdf	ICSE	2012	ICSE12_82	yes	no			
A characteristic study on failures of production distributed data-parallel programs	ICSE	2013	ICSE13_01	yes	no			
A learning-based method for combining testing techniques	ICSE	2013	ICSE13_02	yes	no			
A study of enabling factors for rapid fielding: combined practices to balance speed and stability	ICSE	2013	ICSE13_03	yes	yes	na	grounded theory	
An empirical study on the developers' perception of software coupling	ICSE	2013	ICSE13_04	yes	yes	a	most likely average of evaluation values	evaluation of 16 pairs of task regarding coupling, which was related to metrics
An evaluation of interactive test-driven labs with WebIDE in CS0	ICSE	2013	ICSE13_05	yes	yes	s	different tasks through course of semester, each task analyzed by itself	"different labs throught the semester, each of which was analyzed; concrete content/task of lab is unclear"
Analysis of user comments: an approach for software requirements evolution	ICSE	2013	ICSE13_06	yes	yes	na	qualitative study with think-aloud protocol	revise a software requirements specification document
Are your incoming aliases really necessary? counting the cost of object ownership	ICSE	2013	ICSE13_07	yes	no			
Assisting developers of big data analytics applications when deploying on hadoop clouds	ICSE	2013	ICSE13_08	yes	no			
Authentic assessment in software engineering education based on PBL principles: a case study in the telecom market	ICSE	2013	ICSE13_09	yes	yes	na	development of skills of interns over time	usefulness of se education as preparation for practice was assessed
Automated diagnosis of software configuration errors	ICSE	2013	ICSE13_10	yes	no			
Transfer defect learning	ICSE	2013	ICSE13_100	yes	no			
UML in practice	ICSE	2013	ICSE13_101	yes	yes	na	only interviews	
Unifying FSM-inference algorithms through declarative specification	ICSE	2013	ICSE13_102	yes	no			
User involvement in software evolution practice: a case study	ICSE	2013	ICSE13_103	yes	yes	na	interviews and hypothesis generation	
What good are strong specifications?	ICSE	2013	ICSE13_104	yes	no			
Why don't software developers use static analysis tools to find bugs?	ICSE	2013	ICSE13_105	yes	yes	na	interviews	
X-PERT: accurate identification of cross-browser issues in web applications	ICSE	2013	ICSE13_106	yes	no			
Automated reliability estimation over partial systematic explorations	ICSE	2013	ICSE13_11	yes	no			
Automated software architecture security risk analysis using formalized signatures	ICSE	2013	ICSE13_12	yes	no			
Automatic detection of performance deviations in the load testing of large scale systems	ICSE	2013	ICSE13_13	yes	no			
Automatic patch generation learned from human-written patches	ICSE	2013	ICSE13_14	yes	yes	a	hypotheses tests were conducted on average ratings of the patches	subjects evaluated 5 different patches, generated with 3 different approaches
Automatic query reformulations for text retrieval in software engineering	ICSE	2013	ICSE13_15	yes	no			
Automatic recovery from runtime failures	ICSE	2013	ICSE13_16	yes	no			
Automatic testing of sequential and concurrent substitutability	ICSE	2013	ICSE13_17	yes	no			
Beyond boolean product-line model checking: dealing with feature attributes and multi-features	ICSE	2013	ICSE13_18	yes	no			
